,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
90,90,02M392      ,MANHATTAN BUSINESS ACADEMY,General Academic,High school,"09,10,11,12",1/7/2009 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,MANHATTAN BUSINESS ACADEMY High school
91,91,02M393      ,Business Of Sports School,Career Technical,High school,"09,10,11,12",1/7/2009 12:00,Open,439 WEST 49TH STREET,104,3,12700,MN15,2,"(40.763655, -73.990318)",40.763655,-73.990318,10019,10019,Midtown West,Manhattan,Business Of Sports School High school
92,92,02M394      ,Emma Lazarus High School,Transfer School,High school,"09,10,11,12",1/7/2009 12:00,Open,100 HESTER STREET,103,1,1600,MN27,2,"(40.716231, -73.993607)",40.716231,-73.993607,10002,10002,Lower East Side,Manhattan,Emma Lazarus High School High school
93,93,02M397      ,Spruce Street School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2009 12:00,Open,12 SPRUCE STREET,101,1,1501,MN25,2,"(40.711321, -74.005473)",40.711321,-74.005473,10038,10038,"Financial District, Seaport",Manhattan,Spruce Street School K-8
94,94,02M399      ,The High School For Language And Diplomacy,General Academic,High school,"09,10,11,12",1/7/2009 12:00,Open,40 IRVING PLACE,106,2,5000,MN21,2,"(40.735361, -73.987064)",40.735361,-73.987064,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,The High School For Language And Diplomacy High school
95,95,02M400      ,High School for Environmental Studies,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,444 WEST 56 STREET,104,3,13900,MN15,2,"(40.767848, -73.98861)",40.767848,-73.98861,10019,10019,Midtown West,Manhattan,High School for Environmental Studies High school
96,96,02M407      ,Institute for Collaborative Education,General Academic,Secondary School,"06,07,08,09,10,11,12",5/6/1996 12:00,Open,345 EAST  15TH STREET,106,2,4800,MN21,2,"(40.732665, -73.98259)",40.732665,-73.98259,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Institute for Collaborative Education Secondary School
97,97,02M408      ,Professional Performing Arts High School,General Academic,Secondary School,"06,07,08,09,10,11,12",5/6/1996 12:00,Open,328 WEST  48 STREET,104,3,12700,MN15,2,"(40.761327, -73.988665)",40.761327,-73.988665,10036,10036,Midtown West,Manhattan,Professional Performing Arts High School Secondary School
98,98,02M411      ,Baruch College Campus High School,General Academic,High school,"09,10,11,12",1/7/1999 12:00,Open,55 EAST  25 STREET,105,2,5600,MN13,2,"(40.741888, -73.985723)",40.741888,-73.985723,10010,10010,"Gramercy, Flatiron",Manhattan,Baruch College Campus High School High school
99,99,02M412      ,N.Y.C. Lab School for Collaborative Studies,General Academic,High school,"09,10,11,12",1/7/1999 12:00,Open,333 WEST  17 STREET,104,3,8300,MN13,2,"(40.742512, -74.002222)",40.742512,-74.002222,10011,10011,"Chelsea ,  Village",Manhattan,N.Y.C. Lab School for Collaborative Studies High school
100,100,02M413      ,School of the Future High School,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/1999 12:00,Open,127 EAST  22 STREET,105,2,6800,MN21,2,"(40.739121, -73.985323)",40.739121,-73.985323,10010,10010,"Gramercy, Flatiron",Manhattan,School of the Future High School Secondary School
101,101,02M414      ,N.Y.C. Museum School,General Academic,High school,"09,10,11,12",1/7/1999 12:00,Open,333 WEST  17 STREET,104,3,8300,MN13,2,"(40.742512, -74.002222)",40.742512,-74.002222,10011,10011,"Chelsea ,  Village",Manhattan,N.Y.C. Museum School High school
102,102,02M416      ,Eleanor Roosevelt High School,General Academic,High school,"09,10,11,12",1/7/2002 12:00,Open,411 EAST 76 STREET,108,5,13200,MN31,2,"(40.770288, -73.953276)",40.770288,-73.953276,10021,10021,Upper East Side,Manhattan,Eleanor Roosevelt High School High school
103,103,02M418      ,Millennium High School,General Academic,High school,"09,10,11,12",1/7/2002 12:00,Open,75 BROAD STREET,101,1,900,MN25,2,"(40.704697, -74.011202)",40.704697,-74.011202,10004,10004,Battery Park City,Manhattan,Millennium High School High school
104,104,02M419      ,Landmark High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,Landmark High School High school
105,105,02M420      ,High School for Health Professions and Human Servi,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,345 EAST  15TH STREET,106,2,4800,MN21,2,"(40.732665, -73.98259)",40.732665,-73.98259,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,High School for Health Professions and Human Servi High school
106,106,02M422      ,Quest to Learn,General Academic,Secondary School,"04,05,06,07,08",1/7/2009 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,Quest to Learn Secondary School
107,107,02M425      ,Leadership and Public Service High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,90 TRINITY PLACE,101,1,1300,MN25,2,"(40.708971, -74.012465)",40.708971,-74.012465,10006,10006,"Financial District, Battery Park City",Manhattan,Leadership and Public Service High School High school
108,108,02M427      ,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,General Academic,High school,"09,10,11,12",1/7/2010 12:00,Open,111 EAST  33RD STREET,105,2,7200,MN20,2,"(40.74651, -73.98107)",40.74651,-73.98107,10016,10016,"Murray Hill, Kips Bay",Manhattan,MANHATTAN ACADEMY FOR ARTS & LANGUAGE High school
109,109,02M432      ,Murray Hill Academy,Transfer School,High school,"09,10,11,12",1/7/2010 12:00,Open,111 EAST  33RD STREET,105,2,7200,MN20,2,"(40.74651, -73.98107)",40.74651,-73.98107,10016,10016,"Murray Hill, Kips Bay",Manhattan,Murray Hill Academy High school
110,110,02M437      ,Hudson High School of Learning Technologies,General Academic,High school,"09,10,11,12",1/7/2010 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,Hudson High School of Learning Technologies High school
111,111,02M438      ,International High School at Union Square,General Academic,High school,"09,10,11,12",1/7/2010 12:00,Open,40 IRVING PLACE,106,2,5000,MN21,2,"(40.735361, -73.987064)",40.735361,-73.987064,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,International High School at Union Square High school
112,112,02M439      ,Manhattan Village Academy,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,43 WEST  22 STREET,105,3,5800,MN13,2,"(40.741963, -73.991966)",40.741963,-73.991966,10010,10010,"Gramercy, Flatiron",Manhattan,Manhattan Village Academy High school
113,113,02M442      ,"Ballet Tech, NYC Public School for Dance",General Academic,K-8,"04,05,06,07,08",1/7/2001 12:00,Open,890 BROADWAY,105,2,5200,MN13,2,"(40.738521, -73.989481)",40.738521,-73.989481,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,"Ballet Tech, NYC Public School for Dance K-8"
114,114,02M449      ,Vanguard High School,General Academic,High school,"09,10,11,12",1/7/1999 12:00,Open,317 EAST  67 STREET,108,5,11800,MN31,2,"(40.765638, -73.959777)",40.765638,-73.959777,10065,10065,Upper East Side,Manhattan,Vanguard High School High school
115,115,02M459      ,Manhattan International High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,317 EAST  67 STREET,108,5,11800,MN31,2,"(40.765638, -73.959777)",40.765638,-73.959777,10065,10065,Upper East Side,Manhattan,Manhattan International High School High school
116,116,02M475      ,Stuyvesant High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,345 CHAMBERS STREET,101,1,31703,MN25,2,"(40.718025, -74.013921)",40.718025,-74.013921,10282,10282,"Tribeca, Financial District",Manhattan,Stuyvesant High School High school
117,117,02M489      ,High School of Economics and Finance,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,100 TRINITY PLACE,101,1,1300,MN25,2,"(40.70927, -74.012328)",40.70927,-74.012328,10006,10006,"Financial District, Battery Park City",Manhattan,High School of Economics and Finance High school
118,118,02M500      ,Unity Center for Urban Technologies,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,111 EAST  33RD STREET,105,2,7200,MN20,2,"(40.74651, -73.98107)",40.74651,-73.98107,10016,10016,"Murray Hill, Kips Bay",Manhattan,Unity Center for Urban Technologies High school
119,119,02M507      ,Urban Assembly Gateway School for Technology,Career Technical,High school,"09,10,11,12",1/7/2011 12:00,Open,439 WEST 49TH STREET,104,3,12700,MN15,2,"(40.763655, -73.990318)",40.763655,-73.990318,10019,10019,Midtown West,Manhattan,Urban Assembly Gateway School for Technology High school
120,120,02M519      ,Talent Unlimited High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,317 EAST  67 STREET,108,5,11800,MN31,2,"(40.765638, -73.959777)",40.765638,-73.959777,10065,10065,Upper East Side,Manhattan,Talent Unlimited High School High school
121,121,02M520      ,Murry Bergtraum High School for Business Careers,General Academic,High school,"09,10,11,12",1/7/1975 12:00,Open,411 PEARL STREET,101,1,2900,MN27,2,"(40.711441, -74.000851)",40.711441,-74.000851,10038,10038,"Financial District, Seaport",Manhattan,Murry Bergtraum High School for Business Careers High school
122,122,02M527      ,P.S. 527 - East Side School for Social Action,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2012 12:00,Open,323 EAST 91 STREET,108,5,15400,MN32,2,"(40.780652, -73.947856)",40.780652,-73.947856,10128,10128,Upper East Side,Manhattan,P.S. 527 - East Side School for Social Action Elementary
123,123,02M529      ,Jacqueline Kennedy Onassis High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,120 WEST  46 STREET,105,4,11900,MN17,2,"(40.757626, -73.98346)",40.757626,-73.98346,10036,10036,Midtown West,Manhattan,Jacqueline Kennedy Onassis High School High school
124,124,02M531      ,Repertory Company High School for Theatre Arts,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,123 WEST  43 STREET,105,4,11900,MN17,2,"(40.756089, -73.984381)",40.756089,-73.984381,10036,10036,Midtown West,Manhattan,Repertory Company High School for Theatre Arts High school
125,125,02M533      ,Union Square Academy for Health Sciences,Career Technical,High school,"09,10,11,12",1/7/2012 12:00,Open,40 IRVING PLACE,106,2,5000,MN21,2,"(40.735361, -73.987064)",40.735361,-73.987064,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Union Square Academy for Health Sciences High school
126,126,02M534      ,Harvest Collegiate High School,General Academic,High school,"09,10,11,12",1/7/2012 12:00,Open,34 WEST  14 STREET,102,3,6300,MN23,2,"(40.736416, -73.995731)",40.736416,-73.995731,10011,10011,"Chelsea ,  Village",Manhattan,Harvest Collegiate High School High school
127,127,02M542      ,Manhattan Bridges High School,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,525 WEST  50TH STREET,104,3,13500,MN15,2,"(40.765474, -73.9927)",40.765474,-73.9927,10019,10019,Midtown West,Manhattan,Manhattan Bridges High School High school
128,128,02M543      ,New Design High School,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,350 GRAND STREET,103,1,1800,MN27,2,"(40.717329, -73.989329)",40.717329,-73.989329,10002,10002,Lower East Side,Manhattan,New Design High School High school
129,129,02M544      ,Independence High School,Transfer School,High school,"09,10,11,12",1/7/2003 12:00,Open,850 10TH AVENUE,104,3,13900,MN15,2,"(40.767848, -73.98861)",40.767848,-73.98861,10019,10019,Midtown West,Manhattan,Independence High School High school
130,130,02M545      ,High School for Dual Language and Asian Studies,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,350 GRAND STREET,103,1,1800,MN27,2,"(40.717329, -73.989329)",40.717329,-73.989329,10002,10002,Lower East Side,Manhattan,High School for Dual Language and Asian Studies High school
131,131,02M546      ,Academy for Software Engineering,Career Technical,High school,"09,10,11,12",1/7/2012 12:00,Open,40 IRVING PLACE,106,2,5000,MN21,2,"(40.735361, -73.987064)",40.735361,-73.987064,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Academy for Software Engineering High school
132,132,02M550      ,Liberty High School Academy for Newcomers,Transfer School,High school,"09,10,11,12",1/7/1999 12:00,Open,250 WEST  18 STREET,104,3,8100,MN13,2,"(40.74182, -74.000238)",40.74182,-74.000238,10011,10011,"Chelsea ,  Village",Manhattan,Liberty High School Academy for Newcomers High school
133,133,02M551      ,Urban Assembly New York Harbor School,Career Technical,High school,"09,10,11,12",1/7/2010 12:00,Open,"10 SOUTH STREET, SLIP 7",101,1,500,MN99,2,"(40.689493, -74.018941)",40.689493,-74.018941,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,Urban Assembly New York Harbor School High school
134,134,02M560      ,High School M560 - City As School,Transfer School,High school,"09,10,11,12",1/7/1999 12:00,Open,16 CLARKSON STREET,102,3,6700,MN23,2,"(40.729052, -74.006155)",40.729052,-74.006155,10014,10014,"West Village, Soho",Manhattan,High School M560 - City As School High school
135,135,02M565      ,Urban Academy Laboratory High School,Transfer School,High school,"09,10,11,12",1/7/1999 12:00,Open,317 EAST  67 STREET,108,5,11800,MN31,2,"(40.765638, -73.959777)",40.765638,-73.959777,10065,10065,Upper East Side,Manhattan,Urban Academy Laboratory High School High school
136,136,02M570      ,Satellite Academy High School,Transfer School,High school,"09,10,11,12",1/7/1999 12:00,Open,120 WEST  30 STREET,105,3,9500,MN17,2,"(40.747425, -73.990562)",40.747425,-73.990562,10001,10001,"Chelsea,  West Midtown",Manhattan,Satellite Academy High School High school
137,137,02M575      ,Manhattan Comprehensive Night and Day High School,Transfer School,High school,"09,10,11,12",1/2/1989 12:00,Open,240 2 AVENUE,106,2,4800,MN21,2,"(40.732699, -73.984333)",40.732699,-73.984333,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Manhattan Comprehensive Night and Day High School High school
138,138,02M580      ,Richard R. Green High School of Teaching,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,26 BROADWAY,101,1,900,MN25,2,"(40.705688, -74.013303)",40.705688,-74.013303,10004,10004,Battery Park City,Manhattan,Richard R. Green High School of Teaching High school
139,139,02M586      ,Harvey Milk High School,Transfer School,High school,"09,10,11,12",6/30/2003 0:00,Open,2-10 ASTOR PLACE,102,2,5700,MN23,2,"(40.729661, -73.992343)",40.729661,-73.992343,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Harvey Milk High School High school
140,140,02M600      ,The High School of Fashion Industries,Career Technical,High school,"09,10,11,12",1/7/1940 12:00,Open,225 WEST  24 STREET,104,3,9100,MN13,2,"(40.745677, -73.996354)",40.745677,-73.996354,10011,10011,"Chelsea ,  Village",Manhattan,The High School of Fashion Industries High school
141,141,02M605      ,Humanities Preparatory Academy,Transfer School,High school,"09,10,11,12",10/6/1997 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,Humanities Preparatory Academy High school
142,142,02M615      ,Chelsea Career and Technical Education High School,Career Technical,High school,"09,10,11,12",1/7/2005 12:00,Open,131 AVENUE OF THE AMERICAS,102,3,3700,MN24,2,"(40.72463, -74.005058)",40.72463,-74.005058,10013,10013,"Tribeca, Soho",Manhattan,Chelsea Career and Technical Education High School High school
143,143,02M630      ,Art and Design High School,Career Technical,High school,"09,10,11,12",1/7/1960 12:00,Open,231-249 EAST 56 STREET,106,4,10800,MN19,2,"(40.759248, -73.967204)",40.759248,-73.967204,10022,10022,Midtown East,Manhattan,Art and Design High School High school
144,144,02M655      ,Life Sciences Secondary School,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/1999 12:00,Open,320 EAST  96 STREET,108,5,15601,MN32,2,"(40.783286, -73.945933)",40.783286,-73.945933,10128,10128,Upper East Side,Manhattan,Life Sciences Secondary School Secondary School
145,145,02M896      ,Lower Manhattan Community Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,26 BROADWAY,101,1,900,MN25,2,"(40.705688, -74.013303)",40.705688,-74.013303,10004,10004,Battery Park City,Manhattan,Lower Manhattan Community Middle School Junior High-Intermediate-Middle
146,146,02M933      ,City Knoll Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2014 12:00,Open,425 WEST 33RD STREET,104,3,10300,MN13,2,"(40.753099, -73.997641)",40.753099,-73.997641,10001,10001,"Chelsea,  West Midtown",Manhattan,City Knoll Middle School Junior High-Intermediate-Middle
147,147,03M009      ,P.S. 009 Sarah Anderson,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1965 12:00,Open,100 WEST  84 STREET,107,6,16900,MN12,3,"(40.785234, -73.974256)",40.785234,-73.974256,10024,10024,Upper West Side,Manhattan,P.S. 009 Sarah Anderson Elementary
148,148,03M054      ,J.H.S. 054 Booker T. Washington,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1950 12:00,Open,103 WEST 107 STREET,107,7,19300,MN09,3,"(40.8007, -73.96327)",40.8007,-73.96327,10025,10025,Upper West Side,Manhattan,J.H.S. 054 Booker T. Washington Junior High-Intermediate-Middle
149,149,03M075      ,P.S. 075 Emily Dickinson,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1950 12:00,Open,735 WEST END AVENUE,107,6,18300,MN12,3,"(40.795109, -73.973996)",40.795109,-73.973996,10025,10025,Upper West Side,Manhattan,P.S. 075 Emily Dickinson Elementary
150,150,03M076      ,P.S. 076 A. Philip Randolph,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1965 12:00,Open,220 WEST 121 STREET,110,9,22000,MN11,3,"(40.806534, -73.951451)",40.806534,-73.951451,10027,10027,"Mt. Morris Park, Morningside Heights",Manhattan,P.S. 076 A. Philip Randolph K-8
151,151,03M084      ,P.S. 084 Lillian Weber,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1962 12:00,Open,32 WEST  92 STREET,107,6,17700,MN12,3,"(40.789479, -73.968419)",40.789479,-73.968419,10025,10025,Upper West Side,Manhattan,P.S. 084 Lillian Weber Elementary
152,152,03M087      ,P.S. 087 William Sherman,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1955 12:00,Open,160 WEST  78 STREET,107,6,16100,MN12,3,"(40.78171, -73.97802)",40.78171,-73.97802,10024,10024,Upper West Side,Manhattan,P.S. 087 William Sherman Elementary
153,153,03M145      ,"P.S. 145, The Bloomingdale School",General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1961 12:00,Open,150 WEST 105 STREET,107,7,18900,MN12,3,"(40.799098, -73.965611)",40.799098,-73.965611,10025,10025,Upper West Side,Manhattan,"P.S. 145, The Bloomingdale School Elementary"
